hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,weight,nzhec1,nzhec1_name,nzhec1_short,exp_pw,eqv_exp_pw
Expenditure quintile 1 (low),2008,expq1,5.3,Household appliances,Appliances,subgroup,0.8,5,Household contents and services,Contents and services,2.52,1.69
Expenditure quintile 1 (low),2008,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.2,5,Household contents and services,Contents and services,0.63,0.42
Expenditure quintile 1 (low),2008,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.4,5,Household contents and services,Contents and services,1.26,0.84
Expenditure quintile 1 (low),2008,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,0.9,5,Household contents and services,Contents and services,2.83,1.9
Expenditure quintile 1 (low),2008,expq1,6,Health,Health,group,3.6,6,Health,Health,11.33,7.6
Expenditure quintile 1 (low),2008,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1,6,Health,Health,3.15,2.11
Expenditure quintile 1 (low),2008,expq1,6.2,Out-patient services,Out-patient services,subgroup,2.5,6,Health,Health,7.87,5.28
Expenditure quintile 1 (low),2008,expq1,6.3,Hospital services,Hospital services,subgroup,0.1,6,Health,Health,0.31,0.21
Expenditure quintile 1 (low),2008,expq1,7,Transport,Transport,group,11.3,7,Transport,Transport,35.57,23.87
Expenditure quintile 1 (low),2008,expq1,7.1,Purchase of vehicles,Vehicles,subgroup,0.4,7,Transport,Transport,1.26,0.84
Expenditure quintile 1 (low),2008,expq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,9.2,7,Transport,Transport,28.96,19.43
Expenditure quintile 1 (low),2008,expq1,7.3,Passenger transport services,Passenger transport,subgroup,1.6,7,Transport,Transport,5.04,3.38
Expenditure quintile 1 (low),2008,expq1,8,Communication,Communication,group,4.7,8,Communication,Communication,14.79,9.93
Expenditure quintile 1 (low),2008,expq1,8.1,Postal services,Postal services,subgroup,0.1,8,Communication,Communication,0.31,0.21
Expenditure quintile 1 (low),2008,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.2,8,Communication,Communication,0.63,0.42
Expenditure quintile 1 (low),2008,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,4.4,8,Communication,Communication,13.85,9.29
Expenditure quintile 1 (low),2008,expq1,9,Recreation and culture,Recreation and culture,group,6.2,9,Recreation and culture,Recreation and culture,19.52,13.1
Expenditure quintile 1 (low),2008,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.7,9,Recreation and culture,Recreation and culture,2.2,1.48
Expenditure quintile 1 (low),2008,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0.3,9,Recreation and culture,Recreation and culture,0.94,0.63
Expenditure quintile 1 (low),2008,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.5,9,Recreation and culture,Recreation and culture,4.72,3.17
Expenditure quintile 1 (low),2008,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,1.9,9,Recreation and culture,Recreation and culture,5.98,4.01
Expenditure quintile 1 (low),2008,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.4,9,Recreation and culture,Recreation and culture,4.41,2.96
Expenditure quintile 1 (low),2008,expq1,9.6,Accommodation services,Accomodation,subgroup,0.2,9,Recreation and culture,Recreation and culture,0.63,0.42
Expenditure quintile 1 (low),2008,expq1,9.7,Package holidays,Package holidays,subgroup,0.2,9,Recreation and culture,Recreation and culture,0.63,0.42
Expenditure quintile 1 (low),2008,expq1,10,Education,Education,group,0.4,10,Education,Education,1.26,0.84
Expenditure quintile 1 (low),2008,expq1,10.1,Early childhood education,Early childhood education,subgroup,0,10,Education,Education,0,0
Expenditure quintile 1 (low),2008,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.3,10,Education,Education,0.94,0.63
Expenditure quintile 1 (low),2008,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.1,10,Education,Education,0.31,0.21
Expenditure quintile 1 (low),2008,expq1,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Expenditure quintile 1 (low),2008,expq1,11,Miscellaneous goods and services,Miscellaneous,group,10.8,11,Miscellaneous goods and services,Miscellaneous,34,22.81
Expenditure quintile 1 (low),2008,expq1,11.1,Personal care,Personal care,subgroup,2,11,Miscellaneous goods and services,Miscellaneous,6.3,4.22
Expenditure quintile 1 (low),2008,expq1,11.3,Personal effects,Personal effects,subgroup,0.1,11,Miscellaneous goods and services,Miscellaneous,0.31,0.21
Expenditure quintile 1 (low),2008,expq1,11.4,Insurance,Insurance,subgroup,3.9,11,Miscellaneous goods and services,Miscellaneous,12.28,8.24
Expenditure quintile 1 (low),2008,expq1,11.5,Credit services,Credit services,subgroup,0.5,11,Miscellaneous goods and services,Miscellaneous,1.57,1.06
Expenditure quintile 1 (low),2008,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,4.2,11,Miscellaneous goods and services,Miscellaneous,13.22,8.87
Expenditure quintile 1 (low),2008,expq1,13,Other expenditure,Interest,group,2.9,13,Other expenditure,Interest,9.13,6.13
Expenditure quintile 1 (low),2008,expq1,13.1,Interest payments,Interest,subgroup,2.9,13,Other expenditure,Interest,9.13,6.13
Expenditure quintile 1 (low),2011,expq1,1,Food,Food,group,22.8,1,Food,Food,82.54,57.18
Expenditure quintile 1 (low),2011,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,3.3,1,Food,Food,11.95,8.28
Expenditure quintile 1 (low),2011,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,4,1,Food,Food,14.48,10.03
Expenditure quintile 1 (low),2011,expq1,1.3,Grocery food,Grocery food,subgroup,10.9,1,Food,Food,39.46,27.34
Expenditure quintile 1 (low),2011,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,2.3,1,Food,Food,8.33,5.77
Expenditure quintile 1 (low),2011,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,2.3,1,Food,Food,8.33,5.77
Expenditure quintile 1 (low),2011,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,6.4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,23.17,16.05
Expenditure quintile 1 (low),2011,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,2.9,2,Alcoholic beverages and tobacco,Alcohol and tobacco,10.5,7.27
Expenditure quintile 1 (low),2011,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,3.5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,12.67,8.78
Expenditure quintile 1 (low),2011,expq1,3,Clothing and footwear,Clothing and footwear,group,1.6,3,Clothing and footwear,Clothing and footwear,5.79,4.01
Expenditure quintile 1 (low),2011,expq1,3.1,Clothing,Clothing,subgroup,1.2,3,Clothing and footwear,Clothing and footwear,4.34,3.01
Expenditure quintile 1 (low),2011,expq1,3.2,Footwear,Footwear,subgroup,0.4,3,Clothing and footwear,Clothing and footwear,1.45,1
Expenditure quintile 1 (low),2011,expq1,4,Housing and household utilities,Housing,group,30.8,4,Housing and household utilities,Housing,111.5,77.24
Expenditure quintile 1 (low),2011,expq1,4.1,Actual rentals for housing,Rent,subgroup,15,4,Housing and household utilities,Housing,54.3,37.62
Expenditure quintile 1 (low),2011,expq1,4.3,Property maintenance,Property maintenance,subgroup,1.1,4,Housing and household utilities,Housing,3.98,2.76
Expenditure quintile 1 (low),2011,expq1,4.4,Property rates and related services,Property rates,subgroup,5.6,4,Housing and household utilities,Housing,20.27,14.04
Expenditure quintile 1 (low),2011,expq1,4.5,Household energy,Household energy,subgroup,9.1,4,Housing and household utilities,Housing,32.94,22.82
Expenditure quintile 1 (low),2011,expq1,5,Household contents and services,Contents and services,group,3.2,5,Household contents and services,Contents and services,11.58,8.03
Expenditure quintile 1 (low),2011,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.6,5,Household contents and services,Contents and services,2.17,1.5
Expenditure quintile 1 (low),2011,expq1,5.2,Household textiles,Textiles,subgroup,0.2,5,Household contents and services,Contents and services,0.72,0.5
Expenditure quintile 1 (low),2011,expq1,5.3,Household appliances,Appliances,subgroup,0.7,5,Household contents and services,Contents and services,2.53,1.76
Expenditure quintile 1 (low),2011,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.1,5,Household contents and services,Contents and services,0.36,0.25
Expenditure quintile 1 (low),2011,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.6,5,Household contents and services,Contents and services,2.17,1.5
Expenditure quintile 1 (low),2011,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,1,5,Household contents and services,Contents and services,3.62,2.51
Expenditure quintile 1 (low),2011,expq1,6,Health,Health,group,3.1,6,Health,Health,11.22,7.77
Expenditure quintile 1 (low),2011,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,0.8,6,Health,Health,2.9,2.01
Expenditure quintile 1 (low),2011,expq1,6.2,Out-patient services,Out-patient services,subgroup,2.3,6,Health,Health,8.33,5.77
Expenditure quintile 1 (low),2011,expq1,6.3,Hospital services,Hospital services,subgroup,0,6,Health,Health,0,0
Expenditure quintile 1 (low),2011,expq1,7,Transport,Transport,group,10.6,7,Transport,Transport,38.37,26.58
Expenditure quintile 1 (low),2011,expq1,7.1,Purchase of vehicles,Vehicles,subgroup,0.6,7,Transport,Transport,2.17,1.5
Expenditure quintile 1 (low),2011,expq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,9.1,7,Transport,Transport,32.94,22.82
Expenditure quintile 1 (low),2011,expq1,7.3,Passenger transport services,Passenger transport,subgroup,0.9,7,Transport,Transport,3.26,2.26
Expenditure quintile 1 (low),2011,expq1,8,Communication,Communication,group,5.5,8,Communication,Communication,19.91,13.79
Expenditure quintile 1 (low),2011,expq1,8.1,Postal services,Postal services,subgroup,0.2,8,Communication,Communication,0.72,0.5
Expenditure quintile 1 (low),2011,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.1,8,Communication,Communication,0.36,0.25
Expenditure quintile 1 (low),2011,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,5.3,8,Communication,Communication,19.19,13.29
Expenditure quintile 1 (low),2011,expq1,9,Recreation and culture,Recreation and culture,group,5.8,9,Recreation and culture,Recreation and culture,21,14.55
Expenditure quintile 1 (low),2011,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.8,9,Recreation and culture,Recreation and culture,2.9,2.01
Expenditure quintile 1 (low),2011,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0,9,Recreation and culture,Recreation and culture,0,0
Expenditure quintile 1 (low),2011,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.5,9,Recreation and culture,Recreation and culture,5.43,3.76
Expenditure quintile 1 (low),2011,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2.1,9,Recreation and culture,Recreation and culture,7.6,5.27
Expenditure quintile 1 (low),2011,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.1,9,Recreation and culture,Recreation and culture,3.98,2.76
Expenditure quintile 1 (low),2011,expq1,9.6,Accommodation services,Accomodation,subgroup,0.1,9,Recreation and culture,Recreation and culture,0.36,0.25
Expenditure quintile 1 (low),2011,expq1,9.7,Package holidays,Package holidays,subgroup,0.2,9,Recreation and culture,Recreation and culture,0.72,0.5
Expenditure quintile 1 (low),2011,expq1,10,Education,Education,group,0.4,10,Education,Education,1.45,1
Expenditure quintile 1 (low),2011,expq1,10.1,Early childhood education,Early childhood education,subgroup,0.2,10,Education,Education,0.72,0.5
Expenditure quintile 1 (low),2011,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.1,10,Education,Education,0.36,0.25
Expenditure quintile 1 (low),2011,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.1,10,Education,Education,0.36,0.25
Expenditure quintile 1 (low),2011,expq1,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Expenditure quintile 1 (low),2011,expq1,11,Miscellaneous goods and services,Miscellaneous,group,6.7,11,Miscellaneous goods and services,Miscellaneous,24.26,16.8
Expenditure quintile 1 (low),2011,expq1,11.1,Personal care,Personal care,subgroup,2,11,Miscellaneous goods and services,Miscellaneous,7.24,5.02
Expenditure quintile 1 (low),2011,expq1,11.3,Personal effects,Personal effects,subgroup,0.3,11,Miscellaneous goods and services,Miscellaneous,1.09,0.75
Expenditure quintile 1 (low),2011,expq1,11.4,Insurance,Insurance,subgroup,3.6,11,Miscellaneous goods and services,Miscellaneous,13.03,9.03
Expenditure quintile 1 (low),2011,expq1,11.5,Credit services,Credit services,subgroup,0.5,11,Miscellaneous goods and services,Miscellaneous,1.81,1.25
Expenditure quintile 1 (low),2011,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,0.3,11,Miscellaneous goods and services,Miscellaneous,1.09,0.75
Expenditure quintile 1 (low),2011,expq1,13,Other expenditure,Interest,group,3.1,13,Other expenditure,Interest,11.22,7.77
Expenditure quintile 1 (low),2011,expq1,13.1,Interest payments,Interest,subgroup,3.1,13,Other expenditure,Interest,11.22,7.77
Expenditure quintile 1 (low),2014,expq1,1,Food,Food,group,19.3,1,Food,Food,74.02,50.63
Expenditure quintile 1 (low),2014,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,2.9,1,Food,Food,11.12,7.61
Expenditure quintile 1 (low),2014,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,3.7,1,Food,Food,14.19,9.71
Expenditure quintile 1 (low),2014,expq1,1.3,Grocery food,Grocery food,subgroup,8.9,1,Food,Food,34.13,23.35
Expenditure quintile 1 (low),2014,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1.7,1,Food,Food,6.52,4.46
Expenditure quintile 1 (low),2014,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,2.2,1,Food,Food,8.44,5.77
Expenditure quintile 1 (low),2014,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,5.2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,19.94,13.64
Expenditure quintile 1 (low),2014,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,2.2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,8.44,5.77
Expenditure quintile 1 (low),2014,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,11.51,7.87
Expenditure quintile 1 (low),2014,expq1,3,Clothing and footwear,Clothing and footwear,group,1.4,3,Clothing and footwear,Clothing and footwear,5.37,3.67
Expenditure quintile 1 (low),2014,expq1,3.1,Clothing,Clothing,subgroup,1.2,3,Clothing and footwear,Clothing and footwear,4.6,3.15
Expenditure quintile 1 (low),2014,expq1,3.2,Footwear,Footwear,subgroup,0.2,3,Clothing and footwear,Clothing and footwear,0.77,0.52
Expenditure quintile 1 (low),2014,expq1,4,Housing and household utilities,Housing,group,34.5,4,Housing and household utilities,Housing,132.31,90.5
Expenditure quintile 1 (low),2014,expq1,4.1,Actual rentals for housing,Rent,subgroup,18,4,Housing and household utilities,Housing,69.03,47.22
Expenditure quintile 1 (low),2014,expq1,4.3,Property maintenance,Property maintenance,subgroup,1.4,4,Housing and household utilities,Housing,5.37,3.67
Expenditure quintile 1 (low),2014,expq1,4.4,Property rates and related services,Property rates,subgroup,5.7,4,Housing and household utilities,Housing,21.86,14.95
Expenditure quintile 1 (low),2014,expq1,4.5,Household energy,Household energy,subgroup,9.4,4,Housing and household utilities,Housing,36.05,24.66
Expenditure quintile 1 (low),2014,expq1,5,Household contents and services,Contents and services,group,2.7,5,Household contents and services,Contents and services,10.35,7.08
Expenditure quintile 1 (low),2014,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.7,5,Household contents and services,Contents and services,2.68,1.84
Expenditure quintile 1 (low),2014,expq1,5.2,Household textiles,Textiles,subgroup,0.1,5,Household contents and services,Contents and services,0.38,0.26
Expenditure quintile 1 (low),2014,expq1,5.3,Household appliances,Appliances,subgroup,0.6,5,Household contents and services,Contents and services,2.3,1.57
Expenditure quintile 1 (low),2014,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.1,5,Household contents and services,Contents and services,0.38,0.26
Expenditure quintile 1 (low),2014,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.4,5,Household contents and services,Contents and services,1.53,1.05
Expenditure quintile 1 (low),2014,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,0.8,5,Household contents and services,Contents and services,3.07,2.1
Expenditure quintile 1 (low),2014,expq1,6,Health,Health,group,3.1,6,Health,Health,11.89,8.13
Expenditure quintile 1 (low),2014,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1.1,6,Health,Health,4.22,2.89
Expenditure quintile 1 (low),2014,expq1,6.2,Out-patient services,Out-patient services,subgroup,2,6,Health,Health,7.67,5.25
Expenditure quintile 1 (low),2014,expq1,6.3,Hospital services,Hospital services,subgroup,0,6,Health,Health,0,0
Expenditure quintile 1 (low),2014,expq1,7,Transport,Transport,group,10.3,7,Transport,Transport,39.5,27.02
Expenditure quintile 1 (low),2014,expq1,7.1,Purchase of vehicles,Vehicles,subgroup,0.8,7,Transport,Transport,3.07,2.1
Expenditure quintile 1 (low),2014,expq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,8.7,7,Transport,Transport,33.36,22.82
Expenditure quintile 1 (low),2014,expq1,7.3,Passenger transport services,Passenger transport,subgroup,0.9,7,Transport,Transport,3.45,2.36
Expenditure quintile 1 (low),2014,expq1,8,Communication,Communication,group,5.8,8,Communication,Communication,22.24,15.21
Expenditure quintile 1 (low),2014,expq1,8.1,Postal services,Postal services,subgroup,0.2,8,Communication,Communication,0.77,0.52
Expenditure quintile 1 (low),2014,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.1,8,Communication,Communication,0.38,0.26
Expenditure quintile 1 (low),2014,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,5.6,8,Communication,Communication,21.48,14.69
Expenditure quintile 1 (low),2014,expq1,9,Recreation and culture,Recreation and culture,group,5.6,9,Recreation and culture,Recreation and culture,21.48,14.69
Expenditure quintile 1 (low),2014,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.7,9,Recreation and culture,Recreation and culture,2.68,1.84
Expenditure quintile 1 (low),2014,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0,9,Recreation and culture,Recreation and culture,0,0
Expenditure quintile 1 (low),2014,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.4,9,Recreation and culture,Recreation and culture,5.37,3.67
Expenditure quintile 1 (low),2014,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2,9,Recreation and culture,Recreation and culture,7.67,5.25
Expenditure quintile 1 (low),2014,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1,9,Recreation and culture,Recreation and culture,3.84,2.62
Expenditure quintile 1 (low),2014,expq1,9.6,Accommodation services,Accomodation,subgroup,0.2,9,Recreation and culture,Recreation and culture,0.77,0.52
Expenditure quintile 1 (low),2014,expq1,9.7,Package holidays,Package holidays,subgroup,0.3,9,Recreation and culture,Recreation and culture,1.15,0.79
Expenditure quintile 1 (low),2014,expq1,10,Education,Education,group,0.6,10,Education,Education,2.3,1.57
Expenditure quintile 1 (low),2014,expq1,10.1,Early childhood education,Early childhood education,subgroup,0.2,10,Education,Education,0.77,0.52
Expenditure quintile 1 (low),2014,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.2,10,Education,Education,0.77,0.52
Expenditure quintile 1 (low),2014,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.1,10,Education,Education,0.38,0.26
Expenditure quintile 1 (low),2014,expq1,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Expenditure quintile 1 (low),2014,expq1,11,Miscellaneous goods and services,Miscellaneous,group,9,11,Miscellaneous goods and services,Miscellaneous,34.52,23.61
Expenditure quintile 1 (low),2014,expq1,11.1,Personal care,Personal care,subgroup,2.2,11,Miscellaneous goods and services,Miscellaneous,8.44,5.77
Expenditure quintile 1 (low),2014,expq1,11.3,Personal effects,Personal effects,subgroup,0.1,11,Miscellaneous goods and services,Miscellaneous,0.38,0.26
Expenditure quintile 1 (low),2014,expq1,11.4,Insurance,Insurance,subgroup,5.6,11,Miscellaneous goods and services,Miscellaneous,21.48,14.69
Expenditure quintile 1 (low),2014,expq1,11.5,Credit services,Credit services,subgroup,0.5,11,Miscellaneous goods and services,Miscellaneous,1.92,1.31
Expenditure quintile 1 (low),2014,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,0.6,11,Miscellaneous goods and services,Miscellaneous,2.3,1.57
Expenditure quintile 1 (low),2014,expq1,13,Other expenditure,Interest,group,2.5,13,Other expenditure,Interest,9.59,6.56
Expenditure quintile 1 (low),2014,expq1,13.1,Interest payments,Interest,subgroup,2.5,13,Other expenditure,Interest,9.59,6.56
Expenditure quintile 1 (low),2017.4,expq1,1,Food,Food,group,22.2,1,Food,Food,88.3,63.3
Expenditure quintile 1 (low),2017.4,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,4,1,Food,Food,16,11.5
Expenditure quintile 1 (low),2017.4,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,3.8,1,Food,Food,15.3,11
Expenditure quintile 1 (low),2017.4,expq1,1.3,Grocery food,Grocery food,subgroup,9.1,1,Food,Food,36.2,25.9
Expenditure quintile 1 (low),2017.4,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,2.1,1,Food,Food,8.3,6
Expenditure quintile 1 (low),2017.4,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,3.1,1,Food,Food,12.4,8.9
Expenditure quintile 1 (low),2017.4,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,4.8,2,Alcoholic beverages and tobacco,Alcohol and tobacco,19,13.6
Expenditure quintile 1 (low),2017.4,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,8,5.8
Expenditure quintile 1 (low),2017.4,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2.8,2,Alcoholic beverages and tobacco,Alcohol and tobacco,11,7.9
Expenditure quintile 1 (low),2017.4,expq1,3,Clothing and footwear,Clothing and footwear,group,1.6,3,Clothing and footwear,Clothing and footwear,6.4,4.6
Expenditure quintile 1 (low),2017.4,expq1,3.1,Clothing,Clothing,subgroup,1.3,3,Clothing and footwear,Clothing and footwear,5.3,3.8
Expenditure quintile 1 (low),2017.4,expq1,3.2,Footwear,Footwear,subgroup,0.3,3,Clothing and footwear,Clothing and footwear,1.1,0.8
Expenditure quintile 1 (low),2017.4,expq1,4,Housing and household utilities,Housing,group,35.1,4,Housing and household utilities,Housing,139.5,100
Expenditure quintile 1 (low),2017.4,expq1,4.1,Actual rentals for housing,Rent,subgroup,17.6,4,Housing and household utilities,Housing,70,50.1
Expenditure quintile 1 (low),2017.4,expq1,4.3,Property maintenance,Property maintenance,subgroup,0.7,4,Housing and household utilities,Housing,2.9,2.1
Expenditure quintile 1 (low),2017.4,expq1,4.4,Property rates and related services,Property rates,subgroup,7.2,4,Housing and household utilities,Housing,28.7,20.6
Expenditure quintile 1 (low),2017.4,expq1,4.5,Household energy,Household energy,subgroup,9.5,4,Housing and household utilities,Housing,38,27.2
Expenditure quintile 1 (low),2017.4,expq1,5,Household contents and services,Contents and services,group,3,5,Household contents and services,Contents and services,11.9,8.6
Expenditure quintile 1 (low),2017.4,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.5,5,Household contents and services,Contents and services,1.9,1.3
Expenditure quintile 1 (low),2017.4,expq1,5.2,Household textiles,Textiles,subgroup,0.2,5,Household contents and services,Contents and services,0.8,0.5
Expenditure quintile 1 (low),2017.4,expq1,5.3,Household appliances,Appliances,subgroup,0.8,5,Household contents and services,Contents and services,3.4,2.4
Expenditure quintile 1 (low),2017.4,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.1,5,Household contents and services,Contents and services,0.5,0.3
Expenditure quintile 1 (low),2017.4,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.6,5,Household contents and services,Contents and services,2.3,1.7
Expenditure quintile 1 (low),2017.4,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,0.8,5,Household contents and services,Contents and services,3.2,2.3
Expenditure quintile 1 (low),2017.4,expq1,6,Health,Health,group,2.4,6,Health,Health,9.5,6.8
Expenditure quintile 1 (low),2017.4,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,0.8,6,Health,Health,3.1,2.2
Expenditure quintile 1 (low),2017.4,expq1,6.2,Out-patient services,Out-patient services,subgroup,1.5,6,Health,Health,6,4.3
Expenditure quintile 1 (low),2017.4,expq1,6.3,Hospital services,Hospital services,subgroup,0.1,6,Health,Health,0.3,0.2
Expenditure quintile 1 (low),2017.4,expq1,7,Transport,Transport,group,9.3,7,Transport,Transport,37.2,26.6
Expenditure quintile 1 (low),2017.4,expq1,7.1,Purchase of vehicles,Vehicles,subgroup,1.2,7,Transport,Transport,4.8,3.4
Expenditure quintile 1 (low),2017.4,expq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,6.4,7,Transport,Transport,25.5,18.3
Expenditure quintile 1 (low),2017.4,expq1,7.3,Passenger transport services,Passenger transport,subgroup,1.7,7,Transport,Transport,6.9,4.9
Expenditure quintile 1 (low),2017.4,expq1,8,Communication,Communication,group,5.1,8,Communication,Communication,20.5,14.7
Expenditure quintile 1 (low),2017.4,expq1,8.1,Postal services,Postal services,subgroup,0.1,8,Communication,Communication,0.3,0.2
Expenditure quintile 1 (low),2017.4,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.3,8,Communication,Communication,1.2,0.9
Expenditure quintile 1 (low),2017.4,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,4.8,8,Communication,Communication,19,13.6
Expenditure quintile 1 (low),2017.4,expq1,9,Recreation and culture,Recreation and culture,group,5.7,9,Recreation and culture,Recreation and culture,22.8,16.3
Expenditure quintile 1 (low),2017.4,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.8,9,Recreation and culture,Recreation and culture,3,2.2
Expenditure quintile 1 (low),2017.4,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0,9,Recreation and culture,Recreation and culture,0.1,0.1
Expenditure quintile 1 (low),2017.4,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.4,9,Recreation and culture,Recreation and culture,5.5,3.9
Expenditure quintile 1 (low),2017.4,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2,9,Recreation and culture,Recreation and culture,8.1,5.8
Expenditure quintile 1 (low),2017.4,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.3,9,Recreation and culture,Recreation and culture,5.3,3.8
Expenditure quintile 1 (low),2017.4,expq1,9.6,Accommodation services,Accomodation,subgroup,0.2,9,Recreation and culture,Recreation and culture,0.8,0.6
Expenditure quintile 1 (low),2017.4,expq1,10,Education,Education,group,0.6,10,Education,Education,2.2,1.6
Expenditure quintile 1 (low),2017.4,expq1,10.1,Early childhood education,Early childhood education,subgroup,0.1,10,Education,Education,0.2,0.2
Expenditure quintile 1 (low),2017.4,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.2,10,Education,Education,0.8,0.6
Expenditure quintile 1 (low),2017.4,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.3,10,Education,Education,1.1,0.8
Expenditure quintile 1 (low),2017.4,expq1,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0.1,0.1
